id_imagem,imagem,data_hora_hora_processamento,data_hora_registro,time_difference_seconds,num_lesoes
4499030,20250625-2150-2-0110-0431.jpg,2025-06-25 23:53:27,2025-06-25 23:53:15.831799,11.168201,1
4499029,20250625-2150-1-0110-0431.jpg,2025-06-25 23:53:21,2025-06-25 23:53:07.829400,13.1706,1
4498605,20250625-1938-1-0110-0431.jpg,2025-06-25 22:19:52,2025-06-25 22:19:40.454963,11.545037,1
4498604,20250625-1937-2-0110-0431.jpg,2025-06-25 22:19:46,2025-06-25 22:19:31.846716,14.153284,2
4498218,20250625-1744-2-0110-0431.jpg,2025-06-25 20:09:15,2025-06-25 20:09:04.968257,10.031743,5
4497305,20250625-1288-1-0110-0431.jpg,2025-06-25 16:28:15,2025-06-25 16:28:04.711446,10.288554,5
4497122,20250625-1196-2-0110-0431.jpg,2025-06-25 15:50:00,2025-06-25 15:49:49.630881,10.369119,7
4497099,20250625-1185-1-0110-0431.jpg,2025-06-25 15:45:43,2025-06-25 15:45:32.645360,10.35464,5
4496764,20250625-1017-2-0110-0431.jpg,2025-06-25 14:27:27,2025-06-25 14:27:15.969489,11.030511,1
4496688,20250625-0979-2-0110-0431.jpg,2025-06-25 14:12:14,2025-06-25 14:12:02.931652,11.068348,1
4496687,20250625-0979-1-0110-0431.jpg,2025-06-25 14:12:08,2025-06-25 14:11:55.642831,12.357169,1
4496266,20250625-0768-2-0110-0431.jpg,2025-06-25 11:32:35,2025-06-25 11:32:23.428987,11.571013,0
4495131,20250625-0201-1-0110-0431.jpg,2025-06-25 06:44:13,2025-06-25 06:44:02.093366,10.906634,0
