id_imagem,imagem,data_hora_hora_processamento,data_hora_registro,time_difference_seconds,num_lesoes
3237382,20250213-1315-1-0110-0791.jpg,2025-02-13 23:59:05,2025-02-13 23:58:54.909816,10.090184,0
3237373,20250213-1310-2-0110-0791.jpg,2025-02-13 23:56:57,2025-02-13 23:56:46.784690,10.21531,0
3237366,20250213-1307-1-0110-0791.jpg,2025-02-13 23:54:42,2025-02-13 23:54:31.645912,10.354088,0
3237355,20250213-1301-2-0110-0791.jpg,2025-02-13 23:49:34,2025-02-13 23:49:23.891016,10.108984,0
3237354,20250213-1301-1-0110-0791.jpg,2025-02-13 23:49:22,2025-02-13 23:49:11.954428,10.045572,0
3237332,20250213-1290-1-0110-0791.jpg,2025-02-13 23:43:37,2025-02-13 23:43:26.821679,10.178321,0
3237328,20250213-1288-1-0110-0791.jpg,2025-02-13 23:42:48,2025-02-13 23:42:37.732883,10.267117,0
3237318,20250213-1283-1-0110-0791.jpg,2025-02-13 23:39:11,2025-02-13 23:39:00.927281,10.072719,0
3237313,20250213-1280-2-0110-0791.jpg,2025-02-13 23:38:12,2025-02-13 23:38:01.507178,10.492822,0
3237297,20250213-1272-2-0110-0791.jpg,2025-02-13 23:34:29,2025-02-13 23:34:18.347011,10.652989,0
3237291,20250213-1269-2-0110-0791.jpg,2025-02-13 23:32:53,2025-02-13 23:32:42.653642,10.346358,0
3237289,20250213-1268-2-0110-0791.jpg,2025-02-13 23:32:22,2025-02-13 23:32:11.909128,10.090872,0
3237282,20250213-1265-1-0110-0791.jpg,2025-02-13 23:29:47,2025-02-13 23:29:36.725707,10.274293,0
3237256,20250213-1252-1-0110-0791.jpg,2025-02-13 23:23:58,2025-02-13 23:23:47.948304,10.051696,0
3237247,20250213-1247-2-0110-0791.jpg,2025-02-13 23:21:40,2025-02-13 23:21:29.333080,10.66692,0
3237233,20250213-1240-2-0110-0791.jpg,2025-02-13 23:18:00,2025-02-13 23:17:49.711857,10.288143,0
3237206,20250213-1227-1-0110-0791.jpg,2025-02-13 23:09:24,2025-02-13 23:09:13.871167,10.128833,0
3237201,20250213-1224-2-0110-0791.jpg,2025-02-13 23:08:16,2025-02-13 23:08:05.784005,10.215995,0
3237165,20250213-1206-2-0110-0791.jpg,2025-02-13 22:56:17,2025-02-13 22:56:06.393787,10.606213,0
3237163,20250213-1205-2-0110-0791.jpg,2025-02-13 22:55:52,2025-02-13 22:55:41.774965,10.225035,0
3237157,20250213-1202-2-0110-0791.jpg,2025-02-13 22:54:33,2025-02-13 22:54:22.403633,10.596367,0
3237155,20250213-1201-2-0110-0791.jpg,2025-02-13 22:53:50,2025-02-13 22:53:39.953186,10.046814,0
3237149,20250213-1198-2-0110-0791.jpg,2025-02-13 22:52:18,2025-02-13 22:52:07.466120,10.53388,0
3237148,20250213-1198-1-0110-0791.jpg,2025-02-13 22:52:04,2025-02-13 22:51:53.970965,10.029035,0
3237145,20250213-1196-2-0110-0791.jpg,2025-02-13 22:51:07,2025-02-13 22:50:56.753992,10.246008,0
3237133,20250213-1190-2-0110-0791.jpg,2025-02-13 22:48:44,2025-02-13 22:48:33.754581,10.245419,0
3237123,20250213-1185-2-0110-0791.jpg,2025-02-13 22:46:42,2025-02-13 22:46:31.632061,10.367939,0
3237120,20250213-1184-1-0110-0791.jpg,2025-02-13 22:45:29,2025-02-13 22:45:18.859439,10.140561,0
3237115,20250213-1181-2-0110-0791.jpg,2025-02-13 22:43:51,2025-02-13 22:43:40.894663,10.105337,0
3237106,20250213-1177-1-0110-0791.jpg,2025-02-13 22:41:24,2025-02-13 22:41:13.800621,10.199379,0
3237099,20250213-1173-2-0110-0791.jpg,2025-02-13 22:39:36,2025-02-13 22:39:25.991090,10.00891,0
3237092,20250213-1170-1-0110-0791.jpg,2025-02-13 22:38:13,2025-02-13 22:38:02.514945,10.485055,0
3237090,20250213-1169-1-0110-0791.jpg,2025-02-13 22:37:48,2025-02-13 22:37:37.989037,10.010963,0
3237063,20250213-1155-2-0110-0791.jpg,2025-02-13 22:32:06,2025-02-13 22:31:55.995627,10.004373,0
3237036,20250213-1142-1-0110-0791.jpg,2025-02-13 21:23:50,2025-02-13 21:23:39.548724,10.451276,0
3237032,20250213-1140-1-0110-0791.jpg,2025-02-13 21:23:03,2025-02-13 21:22:52.694229,10.305771,0
3237026,20250213-1137-1-0110-0791.jpg,2025-02-13 21:21:47,2025-02-13 21:21:36.910364,10.089636,0
3237025,20250213-1136-2-0110-0791.jpg,2025-02-13 21:21:31,2025-02-13 21:21:20.638197,10.361803,0
3237017,20250213-1132-2-0110-0791.jpg,2025-02-13 21:19:32,2025-02-13 21:19:21.877142,10.122858,0
3236998,20250213-1123-1-0110-0791.jpg,2025-02-13 21:15:47,2025-02-13 21:15:36.974952,10.025048,0
3236982,20250213-1115-1-0110-0791.jpg,2025-02-13 21:12:10,2025-02-13 21:11:59.386929,10.613071,0
3236965,20250213-1106-2-0110-0791.jpg,2025-02-13 21:08:48,2025-02-13 21:08:37.690375,10.309625,0
3236958,20250213-1103-1-0110-0791.jpg,2025-02-13 21:07:24,2025-02-13 21:07:13.913226,10.086774,0
3236948,20250213-1098-1-0110-0791.jpg,2025-02-13 21:05:05,2025-02-13 21:04:54.917682,10.082318,0
3236935,20250213-1091-2-0110-0791.jpg,2025-02-13 21:02:17,2025-02-13 21:02:06.919224,10.080776,0
3236930,20250213-1089-1-0110-0791.jpg,2025-02-13 21:01:18,2025-02-13 21:01:07.684797,10.315203,0
3236929,20250213-1088-2-0110-0791.jpg,2025-02-13 21:01:06,2025-02-13 21:00:55.651923,10.348077,0
3236925,20250213-1086-2-0110-0791.jpg,2025-02-13 21:00:19,2025-02-13 21:00:08.727557,10.272443,0
3236918,20250213-1083-1-0110-0791.jpg,2025-02-13 20:58:56,2025-02-13 20:58:45.769307,10.230693,0
3236916,20250213-1082-1-0110-0791.jpg,2025-02-13 20:58:33,2025-02-13 20:58:22.404217,10.595783,0
3236914,20250213-1081-1-0110-0791.jpg,2025-02-13 20:58:08,2025-02-13 20:57:57.833356,10.166644,0
3236912,20250213-1080-1-0110-0791.jpg,2025-02-13 20:57:45,2025-02-13 20:57:34.840726,10.159274,0
3236911,20250213-1079-2-0110-0791.jpg,2025-02-13 20:57:33,2025-02-13 20:57:22.746132,10.253868,0
3236907,20250213-1077-2-0110-0791.jpg,2025-02-13 20:56:47,2025-02-13 20:56:36.879866,10.120134,0
3236903,20250213-1075-2-0110-0791.jpg,2025-02-13 20:55:47,2025-02-13 20:55:36.704936,10.295064,0
