id_imagem,imagem,data_hora_hora_processamento,data_hora_registro,time_difference_seconds,num_lesoes
1607755,20250619-2736-1-0110-0001.jpg,2025-06-19 15:37:52,2025-06-19 15:37:41.735421,10.264579,0
1607749,20250619-2730-1-0110-0001.jpg,2025-06-19 15:37:09,2025-06-19 15:36:58.995858,10.004142,0
1607740,20250619-2721-1-0110-0001.jpg,2025-06-19 15:36:01,2025-06-19 15:35:50.565029,10.434971,0
1607734,20250619-2715-1-0110-0001.jpg,2025-06-19 15:35:15,2025-06-19 15:35:04.762669,10.237331,0
1607732,20250619-2713-1-0110-0001.jpg,2025-06-19 15:35:00,2025-06-19 15:34:49.819014,10.180986,0
1607730,20250619-2711-1-0110-0001.jpg,2025-06-19 15:34:45,2025-06-19 15:34:34.734713,10.265287,0
1607725,20250619-2706-1-0110-0001.jpg,2025-06-19 15:33:45,2025-06-19 15:33:34.000410,10.99959,0
1607709,20250619-2690-1-0110-0001.jpg,2025-06-19 15:31:01,2025-06-19 15:30:49.943640,11.05636,0
1607707,20250619-2688-1-0110-0001.jpg,2025-06-19 15:30:30,2025-06-19 15:30:19.654568,10.345432,0
1607690,20250619-2671-1-0110-0001.jpg,2025-06-19 15:27:39,2025-06-19 15:27:28.986351,10.013649,0
1607688,20250619-2669-1-0110-0001.jpg,2025-06-19 15:27:24,2025-06-19 15:27:13.699546,10.300454,0
1607685,20250619-2666-1-0110-0001.jpg,2025-06-19 15:26:59,2025-06-19 15:26:48.866562,10.133438,0
1607679,20250619-2660-1-0110-0001.jpg,2025-06-19 15:25:58,2025-06-19 15:25:47.430757,10.569243,0
1607670,20250619-2651-1-0110-0001.jpg,2025-06-19 15:24:48,2025-06-19 15:24:37.901498,10.098502,0
1607664,20250619-2645-1-0110-0001.jpg,2025-06-19 15:24:02,2025-06-19 15:23:51.632930,10.36707,0
1607660,20250619-2641-1-0110-0001.jpg,2025-06-19 15:23:15,2025-06-19 15:23:04.659936,10.340064,0
1607641,20250619-2622-1-0110-0001.jpg,2025-06-19 15:20:48,2025-06-19 15:20:37.489005,10.510995,0
1607639,20250619-2620-1-0110-0001.jpg,2025-06-19 15:20:32,2025-06-19 15:20:21.509174,10.490826,0
1607632,20250619-2613-1-0110-0001.jpg,2025-06-19 15:19:37,2025-06-19 15:19:26.620820,10.37918,0
1607628,20250619-2609-1-0110-0001.jpg,2025-06-19 15:19:06,2025-06-19 15:18:55.247652,10.752348,0
1607624,20250619-2605-1-0110-0001.jpg,2025-06-19 15:18:35,2025-06-19 15:18:24.200500,10.7995,0
1607620,20250619-2601-1-0110-0001.jpg,2025-06-19 15:18:04,2025-06-19 15:17:53.785899,10.214101,0
1607614,20250619-2595-1-0110-0001.jpg,2025-06-19 15:17:17,2025-06-19 15:17:06.506459,10.493541,0
1607612,20250619-2593-1-0110-0001.jpg,2025-06-19 15:17:02,2025-06-19 15:16:50.738327,11.261673,0
1607610,20250619-2591-1-0110-0001.jpg,2025-06-19 15:16:46,2025-06-19 15:16:34.237733,11.762267,0
1607609,20250619-2590-1-0110-0001.jpg,2025-06-19 15:16:36,2025-06-19 15:16:25.676563,10.323437,0
