id_imagem,imagem,data_hora_hora_processamento,data_hora_registro,time_difference_seconds,num_lesoes
2645579,20250624-0923-2-0110-2500.jpg,2025-06-24 18:39:52,2025-06-24 18:39:41.900750,10.09925,6
2645570,20250624-0919-1-0110-2500.jpg,2025-06-24 18:36:15,2025-06-24 18:36:04.890652,10.109348,1
2645536,20250624-0902-1-0110-2500.jpg,2025-06-24 18:28:12,2025-06-24 18:28:01.802307,10.197693,5
2645506,20250624-0887-1-0110-2500.jpg,2025-06-24 18:21:12,2025-06-24 18:21:01.977670,10.02233,1
2645392,20250624-0830-1-0110-2500.jpg,2025-06-24 17:50:06,2025-06-24 17:49:55.950972,10.049028,6
2645242,20250624-0755-1-0110-2500.jpg,2025-06-24 17:12:46,2025-06-24 17:12:35.897168,10.102832,4
2645228,20250624-0748-1-0110-2500.jpg,2025-06-24 17:09:43,2025-06-24 17:09:32.974240,10.02576,4
2645185,20250624-0726-2-0110-2500.jpg,2025-06-24 16:59:08,2025-06-24 16:58:57.845438,10.154562,4
2645171,20250624-0719-2-0110-2500.jpg,2025-06-24 16:56:05,2025-06-24 16:55:54.455055,10.544945,2
2645139,20250624-0703-2-0110-2500.jpg,2025-06-24 16:47:24,2025-06-24 16:47:13.893117,10.106883,3
2645137,20250624-0702-2-0110-2500.jpg,2025-06-24 16:47:05,2025-06-24 16:46:54.786332,10.213668,2
2645099,20250624-0683-2-0110-2500.jpg,2025-06-24 16:37:28,2025-06-24 16:37:17.938966,10.061034,0
2645084,20250624-0676-1-0110-2500.jpg,2025-06-24 16:34:16,2025-06-24 16:34:05.964429,10.035571,2
2645058,20250624-0663-1-0110-2500.jpg,2025-06-24 16:25:56,2025-06-24 16:25:45.998386,10.001614,4
2645043,20250624-0655-2-0110-2500.jpg,2025-06-24 15:57:36,2025-06-24 15:57:25.870652,10.129348,2
2644995,20250624-0631-2-0110-2500.jpg,2025-06-24 15:44:50,2025-06-24 15:44:39.979308,10.020692,1
2644992,20250624-0630-1-0110-2500.jpg,2025-06-24 15:44:01,2025-06-24 15:43:50.948907,10.051093,1
2644960,20250624-0614-1-0110-2500.jpg,2025-06-24 15:34:04,2025-06-24 15:33:53.820852,10.179148,7
2644935,20250624-0601-2-0110-2500.jpg,2025-06-24 15:28:12,2025-06-24 15:28:01.453038,10.546962,3
2644805,20250624-0536-2-0110-2500.jpg,2025-06-24 14:33:26,2025-06-24 14:33:15.890096,10.109904,2
2644787,20250624-0527-2-0110-2500.jpg,2025-06-24 14:29:07,2025-06-24 14:28:56.810474,10.189526,3
2644773,20250624-0520-2-0110-2500.jpg,2025-06-24 14:25:36,2025-06-24 14:25:25.630297,10.369703,1
2644745,20250624-0506-2-0110-2500.jpg,2025-06-24 14:18:00,2025-06-24 14:17:49.898745,10.101255,0
2644698,20250624-0483-1-0110-2500.jpg,2025-06-24 14:06:55,2025-06-24 14:06:44.398957,10.601043,1
2644677,20250624-0472-2-0110-2500.jpg,2025-06-24 14:01:19,2025-06-24 14:01:08.700779,10.299221,1
2644659,20250624-0463-2-0110-2500.jpg,2025-06-24 13:56:12,2025-06-24 13:56:01.736523,10.263477,6
2644626,20250624-0447-1-0110-2500.jpg,2025-06-24 13:48:57,2025-06-24 13:48:46.758709,10.241291,1
2644617,20250624-0442-2-0110-2500.jpg,2025-06-24 13:46:24,2025-06-24 13:46:13.593728,10.406272,1
2644457,20250624-0362-2-0110-2500.jpg,2025-06-24 12:03:45,2025-06-24 12:03:34.931921,10.068079,2
2644368,20250624-0318-1-0110-2500.jpg,2025-06-24 11:40:29,2025-06-24 11:40:18.838907,10.161093,1
2644302,20250624-0285-1-0110-2500.jpg,2025-06-24 11:23:37,2025-06-24 11:23:26.958752,10.041248,0
2644239,20250624-0253-2-0110-2500.jpg,2025-06-24 11:08:10,2025-06-24 11:07:59.851192,10.148808,2
2644214,20250624-0241-1-0110-2500.jpg,2025-06-24 11:01:51,2025-06-24 11:01:40.971810,10.02819,2
2644131,20250624-0199-2-0110-2500.jpg,2025-06-24 10:40:50,2025-06-24 10:40:39.798196,10.201804,2
2643869,20250624-0068-2-0110-2500.jpg,2025-06-24 08:58:37,2025-06-24 08:58:26.983624,10.016376,0
2643867,20250624-0067-2-0110-2500.jpg,2025-06-24 08:57:49,2025-06-24 08:57:38.825023,10.174977,3
2643734,20250624-0001-1-0110-2500.jpg,2025-06-24 08:20:12,2025-06-24 08:19:57.269735,14.730265,0
