id_imagem,imagem,data_hora_hora_processamento,data_hora_registro,time_difference_seconds,num_lesoes
2636501,20250618-0895-2-0110-2500.jpg,2025-06-18 18:05:42,2025-06-18 18:05:31.809922,10.190078,1
2636308,20250618-0799-1-0110-2500.jpg,2025-06-18 17:21:28,2025-06-18 17:21:17.842901,10.157099,2
2636250,20250618-0770-1-0110-2500.jpg,2025-06-18 17:02:53,2025-06-18 17:02:42.752318,10.247682,3
2635870,20250618-0580-2-0110-2500.jpg,2025-06-18 15:10:31,2025-06-18 15:10:20.765636,10.234364,4
2635794,20250618-0542-2-0110-2500.jpg,2025-06-18 14:52:51,2025-06-18 14:52:40.906688,10.093312,2
2635753,20250618-0522-1-0110-2500.jpg,2025-06-18 14:24:25,2025-06-18 14:24:14.850152,10.149848,1
2635568,20250618-0429-2-0110-2500.jpg,2025-06-18 13:42:49,2025-06-18 13:42:38.842833,10.157167,3
2635429,20250618-0360-1-0110-2500.jpg,2025-06-18 12:09:04,2025-06-18 12:08:53.879534,10.120466,2
2635240,20250618-0265-2-0110-2500.jpg,2025-06-18 11:11:22,2025-06-18 11:11:11.959381,10.040619,2
2635226,20250618-0258-2-0110-2500.jpg,2025-06-18 11:08:10,2025-06-18 11:07:59.942737,10.057263,1
2635133,20250618-0212-1-0110-2500.jpg,2025-06-18 10:45:43,2025-06-18 10:45:32.237689,10.762311,2
2635132,20250618-0211-2-0110-2500.jpg,2025-06-18 10:45:33,2025-06-18 10:45:22.535139,10.464861,0
2635082,20250618-0186-2-0110-2500.jpg,2025-06-18 10:33:51,2025-06-18 10:33:40.815176,10.184824,3
2634978,20250618-0135-1-0110-2500.jpg,2025-06-18 10:08:08,2025-06-18 10:07:57.990565,10.009435,2
2634947,20250618-0119-2-0110-2500.jpg,2025-06-18 09:59:17,2025-06-18 09:59:06.930590,10.06941,1
2634890,20250618-0091-1-0110-2500.jpg,2025-06-18 09:38:13,2025-06-18 09:38:02.782805,10.217195,3
2634879,20250618-0085-2-0110-2500.jpg,2025-06-18 09:35:00,2025-06-18 09:34:49.516900,10.4831,4
2634829,20250618-0060-2-0110-2500.jpg,2025-06-18 09:21:26,2025-06-18 09:21:15.827290,10.17271,3
2634773,20250618-0032-2-0110-2500.jpg,2025-06-18 08:40:46,2025-06-18 08:40:35.795241,10.204759,6
2634739,20250618-0015-2-0110-2500.jpg,2025-06-18 08:26:59,2025-06-18 08:26:48.918408,10.081592,5
2634711,20250618-0001-2-0110-2500.jpg,2025-06-18 08:18:52,2025-06-18 08:18:41.188679,10.811321,4
2634710,20250618-0001-1-0110-2500.jpg,2025-06-18 08:18:48,2025-06-18 08:18:34.266177,13.733823,2
